Feature,Gain,Cover,Frequency,na_prop,zero_prop
coaches_votes,0.6586768621409572,0.03756672739931913,0.02254283137962128,0,0.8535517899225676
afl_fantasy_score,0.054034227768426174,0.03073862691977467,0.027953110910730387,0,0.0013466502076085736
disposals_prop,0.026735002751346645,0.03200444925788651,0.02750225428313796,0,0.0019077544607788127
margin,0.019127259343195018,0.01722834665675747,0.030658250676284943,0,0.015037593984962405
contested_possessions_prop,0.01260222293790545,0.03191693212940819,0.029756537421100092,0,0.016720906744473123
supercoach_score,0.012579219052802812,0.023264028942761326,0.029305680793507663,0,0.0013466502076085736
turnovers_prop,0.009564865085835816,0.029260010918467562,0.025924256086564474,0,0.08225788351475705
clearances_prop,0.009121891608610584,0.03960591178202871,0.024346257889990983,0,0.45931994164515766
goals_prop,0.008770187999823981,0.03197815883017831,0.021415689810640216,0,0.6798339131410616
shots_at_goal_prop,0.008419770453953975,0.02917919873128395,0.018710550045085664,0,0.49803613511390415
rating_points,0.008053905428876648,0.029964735537706295,0.027953110910730387,0.001122208506340478,0.002583979328165375
uncontested_possessions_prop,0.008051994431562414,0.04077804138783815,0.02569882777276826,0,0.006733251038042868
num_games,0.007867030807965004,0.017456138214954064,0.029981965734896303,0,0
kicks_prop,0.007819174354319513,0.03182094560139971,0.03922452660054103,0,0.00662103018740882
handballs_prop,0.007721037365855683,0.050808633564724384,0.031785392245266005,0,0.019301986309056222
pressure_acts,0.006179574019976336,0.023811540333221467,0.018935978358881875,0,0.003366625519021434
inside_fifties_prop,0.005697526783269497,0.02402451044224028,0.02096483318304779,0,0.17966558186511053
marks_prop,0.005398896902815874,0.024840748821959458,0.03133453561767358,0,0.04522500280552127
metres_gained,0.005142337563157967,0.028729261881244198,0.022317403065825067,0,0.0025810795645830995
marks_inside_fifty_prop,0.004674634848804129,0.012070305897066447,0.010820559062218215,0,0.7001458871058243
tackles_prop,0.004646973143460522,0.027961016765529263,0.022317403065825067,0,0.1406127258444619
time_on_ground_percentage,0.0045102196197662195,0.005776483371216252,0.01916140667267809,0,0
disposal_efficiency_percentage,0.0044489872273211035,0.010421596121861955,0.019612263300270515,0,0.003927729772191673
team_score,0.004218869321544901,0.006906971762669075,0.010820559062218215,0,0
kicks,0.0036697971586599296,0.0049027236530214055,0.06266907123534717,0,0.00662103018740882
marks,0.0036513866349679527,0.006929556828082835,0.029305680793507663,0,0.04522500280552127
ground_ball_gets,0.0035886525479227036,0.01029720181626273,0.010144274120829576,0,0.05162159129166199
effective_kicks,0.0035773513325664777,0.023020004368798593,0.012173128944995492,0,0.020760857367298845
contest_def_one_on_ones,0.0034297648900866403,0.0027297933360647146,0.0040577096483318306,0,0.6701829199865335
behinds_prop,0.003227381620294166,0.02213336410548496,0.012623985572587917,0,0.7246100325440467
def_half_pressure_acts,0.003206807057228487,0.007614695960908075,0.012623985572587917,0,0.04713275726630008
uncontested_possessions,0.003000976745581231,0.006395808211859206,0.009017132551848512,0,0.006733251038042868
score_involvements,0.002891390595526501,0.007972880982704428,0.009017132551848512,0,0.05644708786892605
intercepts,0.002859978721981277,0.016987321661794997,0.009467989179440937,0,0.1485804062394793
handballs,0.002850809985200331,0.015566050553140013,0.01848512173128945,0,0.019301986309056222
team_behinds,0.0028367677561093236,0.004488781750984832,0.01127141568981064,0,0
clangers,0.002798127101360337,0.005999158000530043,0.010820559062218215,0,0.11143530467960946
player_position_final_C,0.002718950004987868,0.004289221524555436,0.002254283137962128,0,0.8276287734261025
effective_disposals,0.0026302250115411404,0.009291989959526858,0.012173128944995492,0,0.004152171473459768
contested_marks_prop,0.0026288400406686533,0.01908967364933369,0.011045987376014428,0,0.6695095948827292
disposals,0.0024377625439286725,0.0064127470109195265,0.010144274120829576,0,0.0019077544607788127
goal_assists_prop,0.002335861339890314,0.014659824803412885,0.009918845807033363,0,0.7166423521490293
clearances,0.0023011117785651496,0.006737936663712964,0.007439134355275023,0,0.45931994164515766
goals,0.0022840306429746564,0.005081110380625402,0.0040577096483318306,0,0.6798339131410616
rebounds,0.0020973612281403285,0.0035559126819024105,0.008340847610459874,0,0.37223656155313656
contested_possessions,0.002062989387623717,0.0031687905450446777,0.008115419296663661,0,0.016720906744473123
team_goals,0.001996511147921394,0.002503589790280023,0.006537421100090171,0,0
intercept_marks,0.0019261288281457853,0.016880748384373815,0.004959422903516681,0,0.6087981146897093
one_percenters,0.0018369246898174616,0.005971103114586388,0.007889990982867448,0,0.24127482886320278
score_launches,0.001741583167239272,0.0118301631312217,0.006762849413886384,0,0.429581416227135
tackles_inside_fifty,0.0017375881005121897,0.007133351754277311,0.005410279531109108,0,0.7032880709235776
tackles,0.0017348522745857047,0.005420415699302439,0.009467989179440937,0,0.1406127258444619
stoppage_clearances,0.001699521840885447,0.012137708201660638,0.006086564472497746,0,0.5147570418583773
contest_off_wins,0.0016095062437072008,0.010075585861890208,0.004733994589720469,0,0.8540006733251038
shots_at_goal,0.0016063260856004446,0.003322651303175919,0.004283137962128043,0,0.49803613511390415
free_kicks_for,0.0015259827616096531,0.005425003290714609,0.007664562669071236,0,0.4472000897766805
aa_team,0.0013827038003237414,0.002611045296818929,0.0020288548241659153,0,0.9471439793513635
contest_off_one_on_ones,0.0013763884680759713,0.006726820576829629,0.003832281334535618,0,0.6680507238244866
inside_fifties,0.0011368261562403705,0.0044956631381030876,0.007213706041478809,0,0.17966558186511053
f50_ground_ball_gets,0.0011181481354923634,0.0023043824554977166,0.004508566275924256,0,0.5994837840870834
free_kicks_against,0.0010751873397721486,6.96255219708575e-4,0.004508566275924256,0,0.4513522612501403
behinds,0.0010390097941032786,1.7856317342754128e-4,0.0040577096483318306,0,0.7246100325440467
centre_clearances,0.001005846389853694,0.011129673211748046,0.003832281334535618,0,0.7306699584782853
spoils,9.583495141813045e-4,0.004107482326304084,0.003832281334535618,0,0.4399057344854674
bounces,9.461301611583854e-4,0.016712595514535432,0.006762849413886384,0,0.8487262933453036
aa_squad,9.317582379704962e-4,0.0027417916520657746,0.0029305680793507666,0,0.9047244978116934
player_position_final_HF,8.325731050866184e-4,1.946197433701364e-4,6.762849413886385e-4,0,0.8288632027830771
player_position_final_W,8.259173430057383e-4,4.0970720227149294e-4,0.0024797114517583407,0,0.8827292110874201
player_position_final_HB,6.042929434786507e-4,4.502897416868432e-4,9.017132551848512e-4,0,0.8359331163730221
marks_on_lead,5.372786736143365e-4,0.0071363513332775765,0.003832281334535618,0,0.7610818090001122
contested_marks,4.904138838316483e-4,0.004030022609767829,0.0029305680793507666,0,0.6695095948827292
player_position_final_RK,3.931437234330318e-4,6.177368282310494e-4,0.0015779981965734896,0,0.9526428010324318
captain,3.536592595818149e-4,0.004339508584265761,0.001352569882777277,0,0.9627426775894962
goal_assists,2.458793894795346e-4,0.001652238691675392,0.0018034265103697023,0,0.7166423521490293
marks_inside_fifty,1.017125729189706e-4,0.0032877150301140086,0.0018034265103697023,0,0.7001458871058243
player_position_final_F,5.2223150264669425e-5,2.8937115061380207e-5,4.508566275924256e-4,0,0.8324542700033666
contest_def_losses,2.863773074936299e-5,1.0410303589155075e-5,6.762849413886385e-4,0,0.8480529682414992
